date,value
2016-02-02,357864
2016-02-03,358799
2016-02-04,359612
2016-02-05,358982
2016-02-10,359473
2016-02-11,360364
2016-02-12,359897
2016-02-15,359813
2016-02-16,359428
2016-02-17,359202
2016-02-18,359616
2016-02-19,359522
2016-02-22,359584
2016-02-23,359573
2016-02-24,359829
2016-02-25,360001
2016-02-26,359273
2016-02-29,359368
2016-03-01,359393
2016-03-02,359123
2016-03-03,359670
2016-03-04,359837
2016-03-07,359875
2016-03-08,360169
2016-03-09,360058
2016-03-10,359882
2016-03-11,358074
2016-03-14,357938
2016-03-15,357669
2016-03-16,357387
2016-03-17,359761
2016-03-18,359875
2016-03-21,359512
2016-03-22,359397
2016-03-23,358689
2016-03-24,358617
2016-03-28,358985
2016-03-29,356281
2016-03-30,357281
2016-03-31,357698
2016-04-01,357377
2016-04-04,360561
2016-04-05,360490
2016-04-06,360788
2016-04-07,360707
2016-04-08,360932
2016-04-11,361323
2016-04-12,361334
2016-04-13,360931
2016-04-14,360798
2016-04-15,361072
2016-04-18,361329
2016-04-19,361704
2016-04-20,361791
2016-04-22,360847
2016-04-25,361011
2016-04-26,361165
2016-04-27,361104
2016-04-28,361692
2016-04-29,362201
2016-05-02,362424
2016-05-03,365618
2016-05-04,365110
2016-05-05,365141
2016-05-06,365256
2016-05-09,365138
2016-05-10,365160
2016-05-11,365589
2016-05-12,364968
2016-05-13,364537
2016-05-16,364739
2016-05-17,364821
2016-05-18,364282
2016-05-19,363653
2016-05-20,363475
2016-05-23,363391
2016-05-24,363366
2016-05-25,363556
2016-05-27,363844
2016-05-30,363650
2016-05-31,363447
2016-06-01,363572
2016-06-02,364719
2016-06-03,366099
2016-06-06,366161
2016-06-07,366629
2016-06-08,366964
2016-06-09,366771
2016-06-10,366619
2016-06-13,366679
2016-06-14,366464
2016-06-15,366509
2016-06-16,366452
2016-06-17,366867
2016-06-20,367203
2016-06-21,367024
2016-06-22,366981
2016-06-23,367253
2016-06-24,366613
2016-06-27,363896
2016-06-28,363854
2016-06-29,364450
2016-06-30,364152
2016-07-01,364714
2016-07-04,364940
2016-07-05,369114
2016-07-06,369076
2016-07-07,368922
2016-07-08,368810
2016-07-11,368581
2016-07-12,368686
2016-07-13,368952
2016-07-14,368804
2016-07-15,368251
2016-07-18,368433
2016-07-19,368161
2016-07-20,367969
2016-07-21,368056
2016-07-22,367744
2016-07-25,367736
2016-07-26,367789
2016-07-27,367868
2016-07-28,368366
2016-07-29,369340
2016-08-01,369144
2016-08-02,370206
2016-08-03,370043
2016-08-04,370298
2016-08-05,369492
2016-08-08,369482
2016-08-09,369673
2016-08-10,370165
2016-08-11,370102
2016-08-12,370254
2016-08-15,369937
2016-08-16,370330
2016-08-17,370151
2016-08-18,370895
2016-08-19,370426
2016-08-22,370525
2016-08-23,370653
2016-08-24,370451
2016-08-25,370386
2016-08-26,370276
2016-08-29,369694
2016-08-30,369534
2016-08-31,369541
2016-09-01,369773
2016-09-02,369739
2016-09-05,369996
2016-09-06,370870
2016-09-08,370878
2016-09-09,370014
2016-09-12,370117
2016-09-13,369549
2016-09-14,369587
2016-09-15,369763
2016-09-16,369410
2016-09-19,369496
2016-09-20,369470
2016-09-21,369498
2016-09-22,370294
2016-09-23,370001
2016-09-26,370327
2016-09-27,370315
2016-09-28,370350
2016-09-29,370320
2016-09-30,370417
2016-10-03,370150
2016-10-04,369156
2016-10-05,368813
2016-10-06,368472
2016-10-07,368087
2016-10-10,368335
2016-10-11,367800
2016-10-13,367833
2016-10-14,367810
2016-10-17,367985
2016-10-18,368215
2016-10-19,368548
2016-10-20,368064
2016-10-21,367734
2016-10-24,367672
2016-10-25,367656
2016-10-26,367767
2016-10-27,367354
2016-10-28,367341
2016-10-31,367528
2016-11-01,367809
2016-11-03,369122
2016-11-04,369349
2016-11-07,369007
2016-11-08,368796
2016-11-09,368354
2016-11-10,367553
2016-11-11,367498
2016-11-14,366343
2016-11-16,366246
2016-11-17,366276
2016-11-18,365530
2016-11-21,365778
2016-11-22,365854
2016-11-23,365138
2016-11-24,365227
2016-11-25,365351
2016-11-28,365700
2016-11-29,365639
2016-11-30,365556
2016-12-01,365295
2016-12-02,365960
2016-12-05,365985
2016-12-06,366123
2016-12-07,366234
2016-12-08,366069
2016-12-09,365903
2016-12-12,365957
2016-12-13,366113
2016-12-14,366162
2016-12-15,364055
2016-12-16,364084
2016-12-19,364225
2016-12-20,363919
2016-12-21,364380
2016-12-22,364163
2016-12-23,363988
2016-12-26,364192
2016-12-27,364036
2016-12-28,363802
2016-12-29,364401
2016-12-30,365016
2017-01-02,364770
2017-01-03,364401
2017-01-04,364858
2017-01-05,365565
2017-01-06,365492
2017-01-09,365774
2017-01-10,366165
2017-01-11,365788
2017-01-12,366608
2017-01-13,365848
2017-01-16,366046
2017-01-17,367068
2017-01-18,366799
2017-01-19,365789
2017-01-20,365926
2017-01-23,366790
2017-01-24,367130
2017-01-25,366827
2017-01-26,366700
2017-01-27,366789
2017-01-30,366833
2017-01-31,367708
2017-02-01,367193
2017-02-02,368779
2017-02-03,368650
2017-02-06,368558
2017-02-07,368339
2017-02-08,368828
2017-02-09,368620
2017-02-10,368352
2017-02-13,368197
2017-02-14,368096
2017-02-15,367734
2017-02-16,368473
2017-02-17,368464
2017-02-20,368441
2017-02-21,368128
2017-02-22,368210
2017-02-23,368844
2017-02-24,368981
2017-03-01,367716
2017-03-02,368437
2017-03-03,368232
2017-03-06,368610
2017-03-07,368413
2017-03-08,367853
2017-03-09,367708
2017-03-10,367896
2017-03-13,368144
2017-03-14,368009
2017-03-15,368092
2017-03-16,369262
2017-03-17,369348
2017-03-20,369547
2017-03-21,369925
2017-03-22,370074
2017-03-23,369972
2017-03-24,370023
2017-03-27,370427
2017-03-28,370328
2017-03-29,370097
2017-03-30,370197
2017-03-31,370111
2017-04-03,370173
2017-04-04,373917
2017-04-05,373902
2017-04-06,373942
2017-04-07,373881
2017-04-10,373722
2017-04-11,374140
2017-04-12,374246
2017-04-13,374641
2017-04-17,374959
2017-04-18,375130
2017-04-19,374843
2017-04-20,374952
2017-04-24,375003
2017-04-25,374946
2017-04-26,374698
2017-04-27,374762
2017-04-28,374945
2017-05-02,374855
2017-05-03,374886
2017-05-04,374511
2017-05-05,374688
2017-05-08,374470
2017-05-09,374159
2017-05-10,374693
2017-05-11,374600
2017-05-12,374995
2017-05-15,374972
2017-05-16,375287
2017-05-17,375789
2017-05-18,375866
2017-05-19,375990
2017-05-22,376290
2017-05-23,376222
2017-05-24,375947
2017-05-25,376243
2017-05-26,376122
2017-05-29,376265
2017-05-30,376342
2017-05-31,376491
2017-06-01,376265
2017-06-02,376654
2017-06-05,376598
2017-06-06,376977
2017-06-07,376806
2017-06-08,376552
2017-06-09,376272
2017-06-12,376326
2017-06-13,376520
2017-06-14,377337
2017-06-16,376652
2017-06-19,376420
2017-06-20,376140
2017-06-21,376134
2017-06-22,376316
2017-06-23,376585
2017-06-26,376701
2017-06-27,376776
2017-06-28,377193
2017-06-29,377123
2017-06-30,377175
2017-07-03,376756
2017-07-04,376733
2017-07-05,377887
2017-07-06,377949
2017-07-07,377874
2017-07-10,378011
2017-07-11,377960
2017-07-12,378686
2017-07-13,378623
2017-07-14,379221
2017-07-17,379224
2017-07-18,379785
2017-07-19,379859
2017-07-20,380055
2017-07-21,380197
2017-07-24,380294
2017-07-25,380135
2017-07-26,380033
2017-07-27,380354
2017-07-28,380839
2017-07-31,381029
2017-08-01,381049
2017-08-02,381222
2017-08-03,381182
2017-08-04,380625
2017-08-07,380652
2017-08-08,380540
2017-08-09,380818
2017-08-10,380863
2017-08-11,381109
2017-08-14,381016
2017-08-15,380420
2017-08-16,380520
2017-08-17,380872
2017-08-18,381204
2017-08-21,381352
2017-08-22,381140
2017-08-23,381255
2017-08-24,381282
2017-08-25,381550
2017-08-28,381891
2017-08-29,382270
2017-08-30,381688
2017-08-31,381843
2017-09-01,382100
2017-09-04,382152
2017-09-05,382611
2017-09-06,383000
2017-09-08,383662
2017-09-11,383245
2017-09-12,383114
2017-09-13,382568
2017-09-14,382447
2017-09-15,382685
2017-09-18,382372
2017-09-19,382504
2017-09-20,382660
2017-09-21,382037
2017-09-22,382145
2017-09-25,381999
2017-09-26,381572
2017-09-27,381280
2017-09-28,381199
2017-09-29,381244
2017-10-02,380922
2017-10-03,381007
2017-10-04,381132
2017-10-05,380754
2017-10-06,380616
2017-10-09,380761
2017-10-10,381164
2017-10-11,381144
2017-10-13,381524
2017-10-16,381389
2017-10-17,380930
2017-10-18,380992
2017-10-19,381460
2017-10-20,380878
2017-10-23,380778
2017-10-24,380551
2017-10-25,380476
2017-10-26,380183
2017-10-27,379965
2017-10-30,380346
2017-10-31,380351
2017-11-01,380309
2017-11-03,380172
2017-11-06,380337
2017-11-07,380372
2017-11-08,380551
2017-11-09,380471
2017-11-10,380594
2017-11-13,380384
2017-11-14,380472
2017-11-16,380581
2017-11-17,380494
2017-11-20,380505
2017-11-21,380498
2017-11-22,380770
2017-11-23,381041
2017-11-24,381211
2017-11-27,381327
2017-11-28,381153
2017-11-29,380781
2017-11-30,381056
2017-12-01,381171
2017-12-04,381029
2017-12-05,380928
2017-12-06,380983
2017-12-07,378664
2017-12-08,378562
2017-12-11,378584
2017-12-12,378365
2017-12-13,378617
2017-12-14,376967
2017-12-15,376862
2017-12-18,377038
2017-12-19,376713
2017-12-20,376795
2017-12-21,374868
2017-12-22,374843
2017-12-26,375045
2017-12-27,375374
2017-12-28,373624
2017-12-29,373972
2018-01-02,374029
2018-01-03,374108
2018-01-04,374010
2018-01-05,374140
2018-01-08,374240
2018-01-09,374076
2018-01-10,373952
2018-01-11,374016
2018-01-12,374235
2018-01-15,374861
2018-01-16,374798
2018-01-17,374797
2018-01-18,374842
2018-01-19,374919
2018-01-22,374937
2018-01-23,375126
2018-01-24,375773
2018-01-25,375995
2018-01-26,375849
2018-01-29,375421
2018-01-30,375671
2018-01-31,375701
2018-02-01,375478
2018-02-02,377886
2018-02-05,377600
2018-02-06,377758
2018-02-07,377656
2018-02-08,377135
2018-02-09,377165
2018-02-14,377540
2018-02-15,377978
2018-02-16,377877
2018-02-19,377737
2018-02-20,377329
2018-02-21,377172
2018-02-22,377229
2018-02-23,377520
2018-02-26,377789
2018-02-27,377233
2018-02-28,377035
2018-03-01,376911
2018-03-02,378882
2018-03-05,379014
2018-03-06,379325
2018-03-07,379199
2018-03-08,379072
2018-03-09,378996
2018-03-12,379186
2018-03-13,379464
2018-03-14,379571
2018-03-15,379274
2018-03-16,379029
2018-03-19,379231
2018-03-20,378805
2018-03-21,378793
2018-03-22,379405
2018-03-23,379570
2018-03-26,379915
2018-03-27,379765
2018-03-28,379791
2018-03-29,379577
2018-04-02,379665
2018-04-03,381118
2018-04-04,381261
2018-04-05,380869
2018-04-06,381217
2018-04-09,381290
2018-04-10,381419
2018-04-11,381753
2018-04-12,381363
2018-04-13,381306
2018-04-16,381366
2018-04-17,381384
2018-04-18,381276
2018-04-19,380992
2018-04-20,380616
2018-04-23,380186
2018-04-24,380096
2018-04-25,379976
2018-04-26,380021
2018-04-27,380072
2018-04-30,379979
2018-05-02,379489
2018-05-03,381824
2018-05-04,381735
2018-05-07,381786
2018-05-08,381615
2018-05-09,381628
2018-05-10,381781
2018-05-11,381756
2018-05-14,381814
2018-05-15,381201
2018-05-16,380966
2018-05-17,380976
2018-05-18,381184
2018-05-21,381106
2018-05-22,381220
2018-05-23,381293
2018-05-24,381872
2018-05-25,381824
2018-05-28,381755
2018-05-29,381997
2018-05-30,382549
2018-06-01,382118
2018-06-04,382013
2018-06-05,382032
2018-06-06,382060
2018-06-07,382095
2018-06-08,382259
2018-06-11,382234
2018-06-12,382170
2018-06-13,382153
2018-06-14,381812
2018-06-15,381822
2018-06-18,381797
2018-06-19,381937
2018-06-20,381876
2018-06-21,381903
2018-06-22,382079
2018-06-25,382368
2018-06-26,382308
2018-06-27,381738
2018-06-28,381746
2018-06-29,379500
2018-07-02,379307
2018-07-03,379583
2018-07-04,379609
2018-07-05,379789
2018-07-06,379870
2018-07-09,379849
2018-07-10,379776
2018-07-11,379653
2018-07-12,379591
2018-07-13,379648
2018-07-16,379564
2018-07-17,379488
2018-07-18,379365
2018-07-19,379269
2018-07-20,379702
2018-07-23,379464
2018-07-24,379347
2018-07-25,379493
2018-07-26,379307
2018-07-27,379248
2018-07-30,379385
2018-07-31,379444
2018-08-01,379158
2018-08-02,379964
2018-08-03,380184
2018-08-06,380255
2018-08-07,380189
2018-08-08,380112
2018-08-09,380243
2018-08-10,380295
2018-08-13,380200
2018-08-14,380073
2018-08-15,380211
2018-08-16,380197
2018-08-17,380418
2018-08-20,380788
2018-08-21,380957
2018-08-22,381216
2018-08-23,381108
2018-08-24,381302
2018-08-27,381386
2018-08-28,381353
2018-08-29,381203
2018-08-30,381283
2018-08-31,381393
2018-09-03,381434
2018-09-04,381080
2018-09-05,381221
2018-09-06,381438
2018-09-10,381076
2018-09-11,380817
2018-09-12,380993
2018-09-13,380900
2018-09-14,380648
2018-09-17,380805
2018-09-18,380734
2018-09-19,380539
2018-09-20,380733
2018-09-21,380674
2018-09-24,380850
2018-09-25,380702
2018-09-26,380737
2018-09-27,380625
2018-09-28,380738
2018-10-01,380600
2018-10-02,380689
2018-10-03,380363
2018-10-04,379800
2018-10-05,379722
2018-10-08,379703
2018-10-09,379969
2018-10-10,379926
2018-10-11,380335
2018-10-15,380532
2018-10-16,380559
2018-10-17,380541
2018-10-18,380121
2018-10-19,380116
2018-10-22,380030
2018-10-23,380144
2018-10-24,380387
2018-10-25,380275
2018-10-26,380936
2018-10-29,380623
2018-10-30,380539
2018-10-31,380290
2018-11-01,380617
2018-11-05,381241
2018-11-06,381225
2018-11-07,381477
2018-11-08,381134
2018-11-09,381078
2018-11-12,380840
2018-11-13,381168
2018-11-14,381451
2018-11-16,382360
2018-11-19,382605
2018-11-20,382456
2018-11-21,382194
2018-11-22,382283
2018-11-23,382329
2018-11-26,382241
2018-11-27,382160
2018-11-28,382075
2018-11-29,380932
2018-11-30,379722
2018-12-03,379966
2018-12-04,380086
2018-12-05,379900
2018-12-06,379913
2018-12-07,379521
2018-12-10,379927
2018-12-11,379462
2018-12-12,379316
2018-12-13,378378
2018-12-14,378346
2018-12-17,378686
2018-12-18,379093
2018-12-19,378346
2018-12-20,378283
2018-12-21,378152
2018-12-24,377370
2018-12-26,376987
2018-12-27,376983
2018-12-28,375273
2018-12-31,374715
2019-01-02,374722
2019-01-03,375475
2019-01-04,375010
2019-01-07,375388
2019-01-08,375029
2019-01-09,375196
2019-01-10,375434
2019-01-11,375456
2019-01-14,375502
2019-01-15,375528
2019-01-16,375281
2019-01-17,375212
2019-01-18,374835
2019-01-21,374825
2019-01-22,375029
2019-01-23,375046
2019-01-24,375517
2019-01-25,375388
2019-01-28,375487
2019-01-29,375800
2019-01-30,375769
2019-01-31,376984
2019-02-01,376677
2019-02-04,377587
2019-02-05,377703
2019-02-06,377744
2019-02-07,377823
2019-02-08,378110
2019-02-11,377713
2019-02-12,377627
2019-02-13,377507
2019-02-14,377781
2019-02-15,377753
2019-02-18,377960
2019-02-19,378338
2019-02-20,378484
2019-02-21,378096
2019-02-22,378394
2019-02-25,378401
2019-02-26,378784
2019-02-27,378687
2019-02-28,378448
2019-03-01,378222
2019-03-06,381298
2019-03-07,381528
2019-03-08,381582
2019-03-11,381687
2019-03-12,381942
2019-03-13,382279
2019-03-14,382212
2019-03-15,382574
2019-03-18,382739
2019-03-19,382664
2019-03-20,382767
2019-03-21,383457
2019-03-22,384058
2019-03-25,384509
2019-03-26,384270
2019-03-27,384743
2019-03-28,384316
2019-03-29,384165
2019-04-01,382751
2019-04-02,382835
2019-04-03,382848
2019-04-04,382717
2019-04-05,382675
2019-04-08,382837
2019-04-09,383058
2019-04-10,383397
2019-04-11,383081
2019-04-12,382769
2019-04-15,382765
2019-04-16,382589
2019-04-17,382527
2019-04-18,382664
2019-04-22,382757
2019-04-23,382838
2019-04-24,383224
2019-04-25,383113
2019-04-26,383472
2019-04-29,383404
2019-04-30,383799
2019-05-02,383130
2019-05-03,383479
2019-05-06,383756
2019-05-07,383879
2019-05-08,384009
2019-05-09,384258
2019-05-10,384467
2019-05-13,384625
2019-05-14,384466
2019-05-15,384759
2019-05-16,384476
2019-05-17,384310
2019-05-20,384285
2019-05-21,383986
2019-05-22,384265
2019-05-23,384823
2019-05-24,385050
2019-05-27,385109
2019-05-28,385169
2019-05-29,385498
2019-05-30,385284
2019-05-31,386162
2019-06-03,387119
2019-06-04,387127
2019-06-05,387959
2019-06-06,388018
2019-06-07,388458
2019-06-10,387783
2019-06-11,387522
2019-06-12,388014
2019-06-13,388052
2019-06-14,388005
2019-06-17,387853
2019-06-18,388310
2019-06-19,387948
2019-06-21,389394
2019-06-24,390223
2019-06-25,390510
2019-06-26,389927
2019-06-27,388819
2019-06-28,388092
2019-07-01,387867
2019-07-02,387260
2019-07-03,387390
2019-07-04,387436
2019-07-05,386050
2019-07-08,386188
2019-07-09,386029
2019-07-10,386691
2019-07-11,386619
2019-07-12,386490
2019-07-15,386742
2019-07-16,386219
2019-07-17,386666
2019-07-18,386899
2019-07-19,387106
2019-07-22,387201
2019-07-23,386927
2019-07-24,386992
2019-07-25,386602
2019-07-26,386415
2019-07-29,386511
2019-07-30,385467
2019-07-31,385730
2019-08-01,385557
2019-08-02,387103
2019-08-05,388185
2019-08-06,388470
2019-08-07,389253
2019-08-08,388528
2019-08-09,388757
2019-08-12,389049
2019-08-13,388418
2019-08-14,388931
2019-08-15,389255
2019-08-16,389121
2019-08-19,389168
2019-08-20,389430
2019-08-21,389209
2019-08-22,388878
2019-08-23,389480
2019-08-26,389038
2019-08-27,388552
2019-08-28,388126
2019-08-29,386757
2019-08-30,386478
2019-09-02,386408
2019-09-03,386540
2019-09-04,388571
2019-09-05,387164
2019-09-06,386865
2019-09-09,385830
2019-09-10,384867
2019-09-11,383717
2019-09-12,383059
2019-09-13,381594
2019-09-16,381419
2019-09-17,381279
2019-09-18,381149
2019-09-19,380061
2019-09-20,379555
2019-09-23,379793
2019-09-24,379250
2019-09-25,378300
2019-09-26,377678
2019-09-27,376942
2019-09-30,376434
2019-10-01,376663
2019-10-02,377130
2019-10-03,377549
2019-10-04,377057
2019-10-07,376494
2019-10-08,376329
2019-10-09,375830
2019-10-10,374788
2019-10-11,373884
2019-10-14,373902
2019-10-15,373232
2019-10-16,372956
2019-10-17,373088
2019-10-18,372792
2019-10-21,372111
2019-10-22,371504
2019-10-23,371361
2019-10-24,371419
2019-10-25,370640
2019-10-28,370051
2019-10-29,369751
2019-10-30,369430
2019-10-31,369836
2019-11-01,369677
2019-11-04,371025
2019-11-05,369740
2019-11-06,369749
2019-11-07,368890
2019-11-08,368817
2019-11-11,368902
2019-11-12,368428
2019-11-13,368102
2019-11-14,368576
2019-11-18,367806
2019-11-19,368828
2019-11-20,368221
2019-11-21,368208
2019-11-22,367915
2019-11-25,367746
2019-11-26,367805
2019-11-27,367492
2019-11-28,367519
2019-11-29,366376
2019-12-02,364288
2019-12-03,366114
2019-12-04,365273
2019-12-05,364681
2019-12-06,363848
2019-12-09,363474
2019-12-10,362906
2019-12-11,362514
2019-12-12,361750
2019-12-13,362028
2019-12-16,361242
2019-12-17,360845
2019-12-18,359990
2019-12-19,358387
2019-12-20,356565
2019-12-23,355943
2019-12-24,355569
2019-12-26,355772
2019-12-27,356383
2019-12-30,356481
2019-12-31,356884
2020-01-02,357114
2020-01-03,357437
2020-01-06,357480
2020-01-07,357358
2020-01-08,357289
2020-01-09,356580
2020-01-10,357058
2020-01-13,356925
2020-01-14,357074
2020-01-15,357387
2020-01-16,357269
2020-01-17,357157
2020-01-20,357139
2020-01-21,357568
2020-01-22,357587
2020-01-23,357862
2020-01-24,357831
2020-01-27,358363
2020-01-28,358190
2020-01-29,358321
2020-01-30,359027
2020-01-31,359394
2020-02-03,359067
2020-02-04,359028
2020-02-05,358757
2020-02-06,358530
2020-02-07,358928
2020-02-10,359166
2020-02-11,358940
2020-02-12,358683
2020-02-13,358798
2020-02-14,358955
2020-02-17,358943
2020-02-18,359203
2020-02-19,358912
2020-02-20,359035
2020-02-21,359602
2020-02-26,360578
2020-02-27,361400
2020-02-28,362460
2020-03-02,363863
2020-03-03,364853
2020-03-04,365655
2020-03-05,366210
2020-03-06,367386
2020-03-09,367568
2020-03-10,366669
2020-03-11,361480
2020-03-12,358491
2020-03-13,358533
2020-03-16,356767
2020-03-17,353622
2020-03-18,351769
2020-03-19,349124
2020-03-20,347423
2020-03-23,346404
2020-03-24,343392
2020-03-25,343074
2020-03-26,344991
2020-03-27,345331
2020-03-30,345547
2020-03-31,343165
2020-04-01,342318
2020-04-02,341560
2020-04-03,340939
2020-04-06,340138
2020-04-07,339654
2020-04-08,339974
2020-04-09,340533
2020-04-13,340685
2020-04-14,341228
2020-04-15,341183
2020-04-16,340860
2020-04-17,340960
2020-04-20,340704
2020-04-22,340520
2020-04-23,340844
2020-04-24,340897
2020-04-27,340971
2020-04-28,339135
2020-04-29,338789
2020-04-30,339317
2020-05-04,338961
2020-05-05,342666
2020-05-06,342717
2020-05-07,343093
2020-05-08,343721
2020-05-11,343087
2020-05-12,343110
2020-05-13,343211
2020-05-14,343157
2020-05-15,343282
2020-05-18,342894
2020-05-19,342983
2020-05-20,344259
2020-05-21,344245
2020-05-22,344002
2020-05-25,344036
2020-05-26,344153
2020-05-27,345094
2020-05-28,345381
2020-05-29,345706
2020-06-01,345792
2020-06-02,347757
2020-06-03,347806
2020-06-04,347931
2020-06-05,347625
2020-06-08,347934
2020-06-09,348357
2020-06-10,348717
2020-06-12,348323
2020-06-15,348296
2020-06-16,348373
2020-06-17,348431
2020-06-18,348418
2020-06-19,348442
2020-06-22,348853
2020-06-23,349113
2020-06-24,348981
2020-06-25,348850
2020-06-26,348812
2020-06-29,349030
2020-06-30,348781
2020-07-01,348703
2020-07-02,351053
2020-07-03,351054
2020-07-06,351273
2020-07-07,351351
2020-07-08,351663
2020-07-09,351792
2020-07-10,351924
2020-07-13,351824
2020-07-14,352196
2020-07-15,352244
2020-07-16,352377
2020-07-17,352382
2020-07-20,352599
2020-07-21,352900
2020-07-22,353280
2020-07-23,353335
2020-07-24,353340
2020-07-27,353882
2020-07-28,353900
2020-07-29,354216
2020-07-30,354383
2020-07-31,354664
2020-08-03,354558
2020-08-04,356823
2020-08-05,357339
2020-08-06,357450
2020-08-07,356905
2020-08-10,356932
2020-08-11,356363
2020-08-12,356431
2020-08-13,356560
2020-08-14,356557
2020-08-17,356951
2020-08-18,357336
2020-08-19,357251
2020-08-20,357049
2020-08-21,356776
2020-08-24,355774
2020-08-25,354929
2020-08-26,355176
2020-08-27,355192
2020-08-28,355918
2020-08-31,356092
2020-09-01,356249
2020-09-02,358325
2020-09-03,358194
2020-09-04,357679
2020-09-08,357565
2020-09-09,357613
2020-09-10,357638
2020-09-11,357508
2020-09-14,357788
2020-09-15,357730
2020-09-16,357886
2020-09-17,357803
2020-09-18,357834
2020-09-21,357298
2020-09-22,357158
2020-09-23,356808
2020-09-24,356802
2020-09-25,356771
2020-09-28,357158
2020-09-29,357412
2020-09-30,356606
2020-10-01,356700
2020-10-02,356509
2020-10-05,356753
2020-10-06,356595
2020-10-07,356541
2020-10-08,356659
2020-10-09,357068
2020-10-13,356988
2020-10-14,357072
2020-10-15,356323
2020-10-16,356301
2020-10-19,356389
2020-10-20,356483
2020-10-21,356743
2020-10-22,356449
2020-10-23,356503
2020-10-26,356426
2020-10-27,356627
2020-10-28,356108
2020-10-29,355735
2020-10-30,354546
2020-11-03,354891
2020-11-04,354899
2020-11-05,355465
2020-11-06,355394
2020-11-09,354695
2020-11-10,354835
2020-11-11,354652
2020-11-12,354946
2020-11-13,355147
2020-11-16,355285
2020-11-17,355525
2020-11-18,355511
2020-11-19,355371
2020-11-20,355533
2020-11-23,355364
2020-11-24,355525
2020-11-25,355796
2020-11-26,355808
2020-11-27,355890
2020-11-30,356004
2020-12-01,356016
2020-12-02,356204
2020-12-03,356767
2020-12-04,356684
2020-12-07,356890
2020-12-08,356988
2020-12-09,356735
2020-12-10,356785
2020-12-11,356933
2020-12-14,356958
2020-12-15,357187
2020-12-16,357438
2020-12-17,357813
2020-12-18,357692
2020-12-21,357473
2020-12-22,355390
2020-12-23,355470
2020-12-24,355622
2020-12-28,355615
2020-12-29,355837
2020-12-30,355517
2020-12-31,355620
2021-01-04,355760
2021-01-05,355847
2021-01-06,355515
2021-01-07,355437
2021-01-08,355244
2021-01-11,354778
2021-01-12,354710
2021-01-13,354932
2021-01-14,354988
2021-01-15,354801
2021-01-18,354796
2021-01-19,355050
2021-01-20,355209
2021-01-21,355444
2021-01-22,355470
2021-01-25,355526
2021-01-26,355669
2021-01-27,355395
2021-01-28,355453
2021-01-29,355416
2021-02-01,355352
2021-02-02,357729
2021-02-03,357742
2021-02-04,357560
2021-02-05,357753
2021-02-08,358021
2021-02-09,358258
2021-02-10,358340
2021-02-11,358352
2021-02-12,358280
2021-02-17,357570
2021-02-18,357592
2021-02-19,357627
2021-02-22,357685
2021-02-23,357872
2021-02-24,357551
2021-02-25,356962
2021-02-26,356070
2021-03-01,355048
2021-03-02,355310
2021-03-03,355075
2021-03-04,352916
2021-03-05,352022
2021-03-08,351696
2021-03-09,351962
2021-03-10,352235
2021-03-11,352696
2021-03-12,351813
2021-03-15,352017
2021-03-16,352152
2021-03-17,350924
2021-03-18,350876
2021-03-19,350887
2021-03-22,351075
2021-03-23,350956
2021-03-24,350879
2021-03-25,350832
2021-03-26,350940
2021-03-29,347663
2021-03-30,347171
2021-03-31,347413
2021-04-01,347587
2021-04-05,348017
2021-04-06,348448
2021-04-07,348653
2021-04-08,348796
2021-04-09,348647
2021-04-12,348583
2021-04-13,348851
2021-04-14,349013
2021-04-15,349394
2021-04-16,349468
2021-04-19,349692
2021-04-20,349760
2021-04-22,349690
2021-04-23,349813
2021-04-26,351097
2021-04-27,351044
2021-04-28,351103
2021-04-29,351230
2021-04-30,350996
2021-05-03,351354
2021-05-04,352014
2021-05-05,352157
2021-05-06,352457
2021-05-07,353085
2021-05-10,353265
2021-05-11,352945
2021-05-12,352376
2021-05-13,352333
2021-05-14,352710
2021-05-17,352892
2021-05-18,353091
2021-05-19,353173
2021-05-20,353024
2021-05-21,352901
2021-05-24,353199
2021-05-25,353422
2021-05-26,353452
2021-05-27,353191
2021-05-28,353241
2021-05-31,353448
2021-06-01,353432
2021-06-02,354347
2021-06-04,354186
2021-06-07,354299
2021-06-08,354218
2021-06-09,354334
2021-06-10,354427
2021-06-11,354147
2021-06-14,353962
2021-06-15,353826
2021-06-16,353953
2021-06-17,352144
2021-06-18,351726
2021-06-21,352118
2021-06-22,352297
2021-06-23,352608
2021-06-24,352439
2021-06-25,352389
2021-06-28,352620
2021-06-29,352464
2021-06-30,352486
2021-07-01,352352
2021-07-02,353658
2021-07-05,353870
2021-07-06,354086
2021-07-07,354140
2021-07-08,354303
2021-07-09,354210
2021-07-12,354318
2021-07-13,354201
2021-07-14,354452
2021-07-15,354444
2021-07-16,354254
2021-07-19,354561
2021-07-20,354504
2021-07-21,354424
2021-07-22,354617
2021-07-23,354598
2021-07-26,354927
2021-07-27,355070
2021-07-28,355068
2021-07-29,355687
2021-07-30,355671
2021-08-02,355902
2021-08-03,355970
2021-08-04,355725
2021-08-05,355490
2021-08-06,354648
2021-08-09,354377
2021-08-10,354239
2021-08-11,354448
2021-08-12,354524
2021-08-13,354914
2021-08-16,355257
2021-08-17,354838
2021-08-18,354679
2021-08-19,354559
2021-08-20,354400
2021-08-23,369798
2021-08-24,369936
2021-08-25,369693
2021-08-26,369611
2021-08-27,370086
2021-08-30,370432
