date,value
2010-07-13,254751
2010-07-14,254911
2010-07-15,255352
2010-07-16,255094
2010-07-19,255137
2010-07-20,255389
2010-07-21,255162
2010-07-22,255865
2010-07-23,255923
2010-07-26,256207
2010-07-27,256110
2010-07-28,256135
2010-07-29,256913
2010-07-30,257299
2010-08-02,257691
2010-08-03,258225
2010-08-04,258574
2010-08-05,259307
2010-08-06,259729
2010-08-09,260005
2010-08-10,259905
2010-08-11,259693
2010-08-12,259793
2010-08-13,259889
2010-08-16,260229
2010-08-17,260496
2010-08-18,260629
2010-08-19,260680
2010-08-20,260596
2010-08-23,260577
2010-08-24,260627
2010-08-25,260587
2010-08-26,260744
2010-08-27,260754
2010-08-30,260725
2010-08-31,261320
2010-09-01,261659
2010-09-02,261648
2010-09-03,261977
2010-09-06,261996
2010-09-08,262150
2010-09-09,262357
2010-09-10,262344
2010-09-13,263252
2010-09-14,265139
2010-09-15,266098
2010-09-16,267185
2010-09-17,268101
2010-09-20,269454
2010-09-21,271472
2010-09-22,272522
2010-09-23,273042
2010-09-24,273547
2010-09-27,273819
2010-09-28,274565
2010-09-29,275029
2010-09-30,275206
2010-10-01,275826
2010-10-04,276809
2010-10-05,277735
2010-10-06,278689
2010-10-07,279026
2010-10-08,279530
2010-10-11,279394
2010-10-13,280096
2010-10-14,280564
2010-10-15,281038
2010-10-18,282084
2010-10-19,281862
2010-10-20,282921
2010-10-21,282723
2010-10-22,282961
2010-10-25,283426
2010-10-26,283010
2010-10-27,283363
2010-10-28,284052
2010-10-29,284930
2010-11-01,285203
2010-11-03,286214
2010-11-04,287206
2010-11-05,286976
2010-11-08,286730
2010-11-09,286608
2010-11-10,286314
2010-11-11,286084
2010-11-12,285901
2010-11-16,284949
2010-11-17,285165
2010-11-18,285430
2010-11-19,285752
2010-11-22,285867
2010-11-23,285749
2010-11-24,285798
2010-11-25,285590
2010-11-26,285113
2010-11-29,285174
2010-11-30,285461
2010-12-01,285357
2010-12-02,285714
2010-12-03,286481
2010-12-06,286674
2010-12-07,286600
2010-12-08,285678
2010-12-09,285952
2010-12-10,286129
2010-12-13,286717
2010-12-14,286946
2010-12-15,286481
2010-12-16,285839
2010-12-17,286167
2010-12-20,286700
2010-12-21,286540
2010-12-22,286640
2010-12-23,286973
2010-12-24,287007
2010-12-27,286851
2010-12-28,287227
2010-12-29,287351
2010-12-30,287870
2010-12-31,288575
2011-01-03,289091
2011-01-04,288880
2011-01-05,288909
2011-01-06,288631
2011-01-07,289136
2011-01-10,289661
2011-01-11,289936
2011-01-12,290134
2011-01-13,290424
2011-01-14,290761
2011-01-17,290632
2011-01-18,290765
2011-01-19,291324
2011-01-20,291350
2011-01-21,292488
2011-01-24,293443
2011-01-25,294487
2011-01-26,295873
2011-01-27,296106
2011-01-28,296290
2011-01-31,297696
2011-02-01,298798
2011-02-02,299184
2011-02-03,299474
2011-02-04,299266
2011-02-07,299446
2011-02-08,299793
2011-02-09,300271
2011-02-10,300082
2011-02-11,300267
2011-02-14,300532
2011-02-15,301072
2011-02-16,302032
2011-02-17,302987
2011-02-18,303408
2011-02-21,303753
2011-02-22,303888
2011-02-23,305142
2011-02-24,305709
2011-02-25,305791
2011-02-28,307516
2011-03-01,308217
2011-03-02,309529
2011-03-03,309441
2011-03-04,310083
2011-03-09,311049
2011-03-10,311543
2011-03-11,312310
2011-03-14,313741
2011-03-15,314486
2011-03-16,314583
2011-03-17,315717
2011-03-18,316343
2011-03-21,316176
2011-03-22,316326
2011-03-23,316575
2011-03-24,316523
2011-03-25,316150
2011-03-28,315857
2011-03-29,316048
2011-03-30,316658
2011-03-31,317146
2011-04-01,316892
2011-04-04,319089
2011-04-05,319554
2011-04-06,320217
2011-04-07,320701
2011-04-08,320918
2011-04-11,321204
2011-04-12,322030
2011-04-13,322357
2011-04-14,323288
2011-04-15,324009
2011-04-18,324263
2011-04-19,325176
2011-04-20,325734
2011-04-25,326225
2011-04-26,326561
2011-04-27,326775
2011-04-28,327733
2011-04-29,328062
2011-05-02,328157
2011-05-03,328050
2011-05-04,328365
2011-05-05,328110
2011-05-06,328184
2011-05-09,328940
2011-05-10,329454
2011-05-11,329317
2011-05-12,329879
2011-05-13,329781
2011-05-16,329938
2011-05-17,330666
2011-05-18,330539
2011-05-19,330647
2011-05-20,330829
2011-05-23,330885
2011-05-24,331050
2011-05-25,331296
2011-05-26,332026
2011-05-27,332498
2011-05-30,332529
2011-05-31,333017
2011-06-01,333729
2011-06-02,334101
2011-06-03,334614
2011-06-06,334789
2011-06-07,335350
2011-06-08,335617
2011-06-09,335615
2011-06-10,335287
2011-06-13,335315
2011-06-14,335239
2011-06-15,334775
2011-06-16,335203
2011-06-17,335534
2011-06-20,335637
2011-06-21,335880
2011-06-22,336064
2011-06-24,335698
2011-06-27,335856
2011-06-28,335630
2011-06-29,335603
2011-06-30,335775
2011-07-01,335837
2011-07-04,336130
2011-07-05,336692
2011-07-06,337238
2011-07-07,337070
2011-07-08,338318
2011-07-11,338477
2011-07-12,338541
2011-07-13,339563
2011-07-14,339676
2011-07-15,340114
2011-07-18,339900
2011-07-19,340563
2011-07-20,340752
2011-07-21,340992
2011-07-22,341433
2011-07-25,342268
2011-07-26,343823
2011-07-27,344226
2011-07-28,344904
2011-07-29,346144
2011-08-01,346748
2011-08-02,347621
2011-08-03,348519
2011-08-04,348261
2011-08-05,348503
2011-08-08,349643
2011-08-09,349293
2011-08-10,350881
2011-08-11,351006
2011-08-12,351084
2011-08-15,351789
2011-08-16,351873
2011-08-17,352375
2011-08-18,352597
2011-08-19,352687
2011-08-22,352664
2011-08-23,353110
2011-08-24,352456
2011-08-25,352486
2011-08-26,353023
2011-08-29,353079
2011-08-30,353399
2011-08-31,353397
2011-09-01,353460
2011-09-02,353435
2011-09-05,353147
2011-09-06,352942
2011-09-08,353349
2011-09-09,352746
2011-09-12,352282
2011-09-13,352088
2011-09-14,351953
2011-09-15,352102
2011-09-16,352292
2011-09-19,352231
2011-09-20,352428
2011-09-21,351919
2011-09-22,350515
2011-09-23,350455
2011-09-26,350095
2011-09-27,350501
2011-09-28,350431
2011-09-29,349986
2011-09-30,349708
2011-10-03,349763
2011-10-04,348923
2011-10-05,349204
2011-10-06,349089
2011-10-07,349437
2011-10-10,349849
2011-10-11,349501
2011-10-13,350461
2011-10-14,350644
2011-10-17,350742
2011-10-18,350595
2011-10-19,351163
2011-10-20,350639
2011-10-21,351297
2011-10-24,351540
2011-10-25,351814
2011-10-26,351740
2011-10-27,352658
2011-10-28,352966
2011-10-31,352928
2011-11-01,352437
2011-11-03,352600
2011-11-04,352486
2011-11-07,353078
2011-11-08,353119
2011-11-09,352259
2011-11-10,352053
2011-11-11,352326
2011-11-14,352155
2011-11-16,351657
2011-11-17,351231
2011-11-18,351281
2011-11-21,350646
2011-11-22,350762
2011-11-23,350436
2011-11-24,350383
2011-11-25,350017
2011-11-28,350612
2011-11-29,350738
2011-11-30,352073
2011-12-01,352230
2011-12-02,352156
2011-12-05,352394
2011-12-06,352278
2011-12-07,352638
2011-12-08,352758
2011-12-09,352571
2011-12-12,351980
2011-12-13,351993
2011-12-14,350971
2011-12-15,351374
2011-12-16,351492
2011-12-19,351581
2011-12-20,351857
2011-12-21,351660
2011-12-22,351839
2011-12-23,351537
2011-12-26,351605
2011-12-27,351701
2011-12-28,351618
2011-12-29,351332
2011-12-30,352012
2012-01-02,351976
2012-01-03,352484
2012-01-04,352363
2012-01-05,351730
2012-01-06,351430
2012-01-09,351901
2012-01-10,352262
2012-01-11,352002
2012-01-12,352385
2012-01-13,351968
2012-01-16,352325
2012-01-17,352544
2012-01-18,352790
2012-01-19,352847
2012-01-20,352696
2012-01-23,353092
2012-01-24,352634
2012-01-25,352580
2012-01-26,354591
2012-01-27,354598
2012-01-30,354679
2012-01-31,355075
2012-02-01,355288
2012-02-02,355242
2012-02-03,355021
2012-02-06,354908
2012-02-07,355014
2012-02-08,355318
2012-02-09,355247
2012-02-10,354639
2012-02-13,355035
2012-02-14,354669
2012-02-15,354741
2012-02-16,354387
2012-02-17,354393
2012-02-22,354304
2012-02-23,354511
2012-02-24,355218
2012-02-27,355438
2012-02-28,355871
2012-02-29,356330
2012-03-01,356012
2012-03-02,356165
2012-03-05,356243
2012-03-06,356328
2012-03-07,356485
2012-03-08,356941
2012-03-09,356434
2012-03-12,356377
2012-03-13,356131
2012-03-14,354921
2012-03-15,354972
2012-03-16,355118
2012-03-19,355710
2012-03-20,358236
2012-03-21,362362
2012-03-22,362775
2012-03-23,363134
2012-03-26,363618
2012-03-27,364126
2012-03-28,363922
2012-03-29,363915
2012-03-30,365216
2012-04-02,365504
2012-04-03,365660
2012-04-04,364603
2012-04-05,365285
2012-04-09,365920
2012-04-10,366013
2012-04-11,366154
2012-04-12,366727
2012-04-13,366852
2012-04-16,367304
2012-04-17,368488
2012-04-18,369950
2012-04-19,371107
2012-04-20,371795
2012-04-23,371809
2012-04-24,372391
2012-04-25,372277
2012-04-26,373686
2012-04-27,374325
2012-04-30,374272
2012-05-02,374089
2012-05-03,374096
2012-05-04,374427
2012-05-07,374648
2012-05-08,374503
2012-05-09,374372
2012-05-10,374205
2012-05-11,374117
2012-05-14,374001
2012-05-15,373609
2012-05-16,373047
2012-05-17,372863
2012-05-18,372785
2012-05-21,372916
2012-05-22,372738
2012-05-23,372347
2012-05-24,372338
2012-05-25,372273
2012-05-28,372549
2012-05-29,372355
2012-05-30,372434
2012-05-31,372409
2012-06-01,372737
2012-06-04,372715
2012-06-05,372372
2012-06-06,372903
2012-06-08,372425
2012-06-11,372825
2012-06-12,372711
2012-06-13,372781
2012-06-14,373045
2012-06-15,373586
2012-06-18,373444
2012-06-19,373951
2012-06-20,373695
2012-06-21,373242
2012-06-22,372957
2012-06-25,372965
2012-06-26,373113
2012-06-27,373016
2012-06-28,372989
2012-06-29,373910
2012-07-02,374225
2012-07-03,374441
2012-07-04,374173
2012-07-05,374137
2012-07-06,373828
2012-07-09,373984
2012-07-10,374048
2012-07-11,374157
2012-07-12,373902
2012-07-13,374224
2012-07-16,374808
2012-07-17,374856
2012-07-18,375081
2012-07-19,375427
2012-07-20,375190
2012-07-23,374953
2012-07-24,374659
2012-07-25,374868
2012-07-26,375650
2012-07-27,375438
2012-07-30,375586
2012-07-31,376154
2012-08-01,375944
2012-08-02,375529
2012-08-03,375915
2012-08-06,376058
2012-08-07,375746
2012-08-08,375630
2012-08-09,375246
2012-08-10,375790
2012-08-13,375768
2012-08-14,375497
2012-08-15,375048
2012-08-16,375206
2012-08-17,375145
2012-08-20,375220
2012-08-21,375479
2012-08-22,375761
2012-08-23,376720
2012-08-24,376499
2012-08-27,376563
2012-08-28,376760
2012-08-29,376574
2012-08-30,376564
2012-08-31,377221
2012-09-03,377438
2012-09-04,377371
2012-09-05,377222
2012-09-06,377049
2012-09-10,378372
2012-09-11,378722
2012-09-12,378563
2012-09-13,378558
2012-09-14,378819
2012-09-17,378796
2012-09-18,378704
2012-09-19,378777
2012-09-20,378591
2012-09-21,378718
2012-09-24,378567
2012-09-25,378635
2012-09-26,378491
2012-09-27,378895
2012-09-28,378726
2012-10-01,378723
2012-10-02,378799
2012-10-03,378489
2012-10-04,378783
2012-10-05,378688
2012-10-08,378494
2012-10-09,378166
2012-10-10,378098
2012-10-11,378235
2012-10-15,378439
2012-10-16,378321
2012-10-17,378419
2012-10-18,378064
2012-10-19,377523
2012-10-22,377588
2012-10-23,377368
2012-10-24,377471
2012-10-25,377204
2012-10-26,377417
2012-10-29,377478
2012-10-30,377726
2012-10-31,377753
2012-11-01,377909
2012-11-05,377464
2012-11-06,377614
2012-11-07,377821
2012-11-08,377866
2012-11-09,377700
2012-11-12,377838
2012-11-13,377842
2012-11-14,377751
2012-11-16,377624
2012-11-19,377891
2012-11-20,377659
2012-11-21,377400
2012-11-22,377560
2012-11-23,377736
2012-11-26,378256
2012-11-27,378255
2012-11-28,378217
2012-11-29,378611
2012-11-30,378560
2012-12-03,378745
2012-12-04,378956
2012-12-05,379006
2012-12-06,379015
2012-12-07,378649
2012-12-10,378947
2012-12-11,378958
2012-12-12,379012
2012-12-13,378852
2012-12-14,377821
2012-12-17,378029
2012-12-18,377669
2012-12-19,377470
2012-12-20,377450
2012-12-21,376875
2012-12-24,376119
2012-12-26,373208
2012-12-27,373317
2012-12-28,373191
2012-12-31,373147
2013-01-02,373352
2013-01-03,372865
2013-01-04,372109
2013-01-07,372214
2013-01-08,372932
2013-01-09,372927
2013-01-10,373218
2013-01-11,373040
2013-01-14,374173
2013-01-15,374342
2013-01-16,374147
2013-01-17,373954
2013-01-18,373615
2013-01-21,373666
2013-01-22,373908
2013-01-23,374201
2013-01-24,373555
2013-01-25,373275
2013-01-28,372731
2013-01-29,373083
2013-01-30,373071
2013-01-31,373417
2013-02-01,374853
2013-02-04,374860
2013-02-05,374493
2013-02-06,374508
2013-02-07,374585
2013-02-08,374331
2013-02-13,373982
2013-02-14,373830
2013-02-15,373614
2013-02-18,373515
2013-02-19,373874
2013-02-20,373479
2013-02-21,373449
2013-02-22,373276
2013-02-25,373294
2013-02-26,373254
2013-02-27,373869
2013-02-28,373742
2013-03-01,376120
2013-03-04,376259
2013-03-05,376524
2013-03-06,376179
2013-03-07,376208
2013-03-08,375545
2013-03-11,375335
2013-03-12,375556
2013-03-13,375453
2013-03-14,375626
2013-03-15,376055
2013-03-18,376130
2013-03-19,376168
2013-03-20,376492
2013-03-21,376509
2013-03-22,376743
2013-03-25,376511
2013-03-26,376630
2013-03-27,376449
2013-03-28,376934
2013-04-01,377102
2013-04-02,377137
2013-04-03,377115
2013-04-04,376882
2013-04-05,377476
2013-04-08,377546
2013-04-09,377934
2013-04-10,377834
2013-04-11,377925
2013-04-12,377621
2013-04-15,377285
2013-04-16,377396
2013-04-17,377000
2013-04-18,377127
2013-04-19,377031
2013-04-22,376862
2013-04-23,376877
2013-04-24,376908
2013-04-25,377336
2013-04-26,377542
2013-04-29,378043
2013-04-30,378665
2013-05-02,378356
2013-05-03,378546
2013-05-06,377968
2013-05-07,377743
2013-05-08,378376
2013-05-09,378211
2013-05-10,377058
2013-05-13,376498
2013-05-14,376160
2013-05-15,375932
2013-05-16,375905
2013-05-17,375514
2013-05-20,375694
2013-05-21,375596
2013-05-22,375075
2013-05-23,375428
2013-05-24,375155
2013-05-27,375180
2013-05-28,374839
2013-05-29,374535
2013-05-31,374417
2013-06-03,375012
2013-06-04,374954
2013-06-05,374728
2013-06-06,375771
2013-06-07,375637
2013-06-10,375399
2013-06-11,375027
2013-06-12,375297
2013-06-13,375622
2013-06-14,375696
2013-06-17,376348
2013-06-18,376235
2013-06-19,376111
2013-06-20,374389
2013-06-21,372600
2013-06-24,370195
2013-06-25,369050
2013-06-26,369435
2013-06-27,369558
2013-06-28,369402
2013-07-01,369811
2013-07-02,369622
2013-07-03,369907
2013-07-04,369801
2013-07-05,369123
2013-07-08,368403
2013-07-09,368552
2013-07-10,369126
2013-07-11,370102
2013-07-12,370351
2013-07-15,370506
2013-07-16,370944
2013-07-17,370975
2013-07-18,371224
2013-07-19,371486
2013-07-22,371986
2013-07-23,371979
2013-07-24,371512
2013-07-25,371404
2013-07-26,371936
2013-07-29,372103
2013-07-30,371896
2013-07-31,371966
2013-08-01,371148
2013-08-02,372113
2013-08-05,372074
2013-08-06,372306
2013-08-07,372640
2013-08-08,373281
2013-08-09,373227
2013-08-12,373323
2013-08-13,372200
2013-08-14,372369
2013-08-15,371892
2013-08-16,372247
2013-08-19,372032
2013-08-20,372436
2013-08-21,371852
2013-08-22,368955
2013-08-23,369491
2013-08-26,367630
2013-08-27,367341
2013-08-28,367555
2013-08-29,367040
2013-08-30,367002
2013-09-02,367020
2013-09-03,367529
2013-09-04,367930
2013-09-05,366757
2013-09-06,367680
2013-09-09,368573
2013-09-10,367671
2013-09-11,368005
2013-09-12,368164
2013-09-13,367906
2013-09-16,368873
2013-09-17,367746
2013-09-18,367559
2013-09-19,369194
2013-09-20,368772
2013-09-23,369032
2013-09-24,368036
2013-09-25,368283
2013-09-26,367998
2013-09-27,368421
2013-09-30,368654
2013-10-01,367610
2013-10-02,367870
2013-10-03,368030
2013-10-04,367678
2013-10-07,367806
2013-10-08,366565
2013-10-09,366094
2013-10-10,366475
2013-10-11,366307
2013-10-14,366539
2013-10-15,366118
2013-10-16,365004
2013-10-17,366470
2013-10-18,366676
2013-10-21,366601
2013-10-22,366119
2013-10-23,366121
2013-10-24,365985
2013-10-25,366047
2013-10-28,366039
2013-10-29,364939
2013-10-30,364932
2013-10-31,364505
2013-11-01,363944
2013-11-04,364203
2013-11-05,362895
2013-11-06,363261
2013-11-07,362879
2013-11-08,362223
2013-11-11,362265
2013-11-12,362175
2013-11-13,361971
2013-11-14,362273
2013-11-18,362960
2013-11-19,362728
2013-11-20,362843
2013-11-21,362179
2013-11-22,362312
2013-11-25,362200
2013-11-26,362148
2013-11-27,362290
2013-11-28,362412
2013-11-29,362410
2013-12-02,361978
2013-12-03,361225
2013-12-04,361093
2013-12-05,361116
2013-12-06,361147
2013-12-09,361209
2013-12-10,360639
2013-12-11,360612
2013-12-12,360305
2013-12-13,359961
2013-12-16,360272
2013-12-17,359378
2013-12-18,359567
2013-12-19,358981
2013-12-20,359017
2013-12-23,359360
2013-12-24,358682
2013-12-26,358564
2013-12-27,358827
2013-12-30,358594
2013-12-31,358808
2014-01-02,360589
2014-01-03,361081
2014-01-06,360956
2014-01-07,360847
2014-01-08,361204
2014-01-09,360906
2014-01-10,361147
2014-01-13,361333
2014-01-14,361422
2014-01-15,361019
2014-01-16,360774
2014-01-17,360886
2014-01-20,360980
2014-01-21,360950
2014-01-22,361133
2014-01-23,361012
2014-01-24,361220
2014-01-27,361624
2014-01-28,361402
2014-01-29,361442
2014-01-30,361231
2014-01-31,360936
2014-02-03,361395
2014-02-04,361573
2014-02-05,361548
2014-02-06,361771
2014-02-07,361696
2014-02-10,361897
2014-02-11,362082
2014-02-12,362028
2014-02-13,362096
2014-02-14,362284
2014-02-17,362363
2014-02-18,362518
2014-02-19,362517
2014-02-20,361932
2014-02-21,361885
2014-02-24,362168
2014-02-25,362370
2014-02-26,362168
2014-02-27,362319
2014-02-28,362691
2014-03-05,362707
2014-03-06,364218
2014-03-07,363895
2014-03-10,363843
2014-03-11,363839
2014-03-12,364019
2014-03-13,364475
2014-03-14,364520
2014-03-17,364640
2014-03-18,364524
2014-03-19,364308
2014-03-20,363075
2014-03-21,363231
2014-03-24,363223
2014-03-25,363417
2014-03-26,363687
2014-03-27,363885
2014-03-28,363721
2014-03-31,363914
2014-04-01,364308
2014-04-02,365209
2014-04-03,365053
2014-04-04,365502
2014-04-07,365776
2014-04-08,366229
2014-04-09,366302
2014-04-10,366924
2014-04-11,366747
2014-04-14,366556
2014-04-15,366439
2014-04-16,366365
2014-04-17,366256
2014-04-22,366089
2014-04-23,366157
2014-04-24,366154
2014-04-25,366333
2014-04-28,366311
2014-04-29,366370
2014-04-30,366717
2014-05-02,366762
2014-05-05,368228
2014-05-06,368592
2014-05-07,368548
2014-05-08,369062
2014-05-09,368644
2014-05-12,368617
2014-05-13,368352
2014-05-14,368669
2014-05-15,368785
2014-05-16,368828
2014-05-19,369015
2014-05-20,368763
2014-05-21,368567
2014-05-22,368588
2014-05-23,368590
2014-05-26,368770
2014-05-27,368551
2014-05-28,368684
2014-05-29,368980
2014-05-30,368752
2014-06-02,370833
2014-06-03,371673
2014-06-04,371490
2014-06-05,371745
2014-06-06,371845
2014-06-09,371673
2014-06-10,371508
2014-06-11,371714
2014-06-12,371936
2014-06-13,371771
2014-06-16,372016
2014-06-17,371700
2014-06-18,371835
2014-06-20,372310
2014-06-23,372540
2014-06-24,372436
2014-06-25,372898
2014-06-26,373000
2014-06-27,373284
2014-06-30,373516
2014-07-01,373608
2014-07-02,378103
2014-07-03,377758
2014-07-04,377726
2014-07-07,377729
2014-07-08,377947
2014-07-09,377997
2014-07-10,378333
2014-07-11,378261
2014-07-14,378177
2014-07-15,377836
2014-07-16,377775
2014-07-17,377953
2014-07-18,377981
2014-07-21,378012
2014-07-22,377832
2014-07-23,377969
2014-07-24,377684
2014-07-25,377512
2014-07-28,377630
2014-07-29,377379
2014-07-30,376855
2014-07-31,376792
2014-08-01,377092
2014-08-04,379282
2014-08-05,378972
2014-08-06,379246
2014-08-07,379336
2014-08-08,379593
2014-08-11,379402
2014-08-12,379382
2014-08-13,379461
2014-08-14,379692
2014-08-15,379820
2014-08-18,379688
2014-08-19,379443
2014-08-20,379177
2014-08-21,378949
2014-08-22,378663
2014-08-25,378635
2014-08-26,378766
2014-08-27,379063
2014-08-28,379183
2014-08-29,379157
2014-09-01,379111
2014-09-02,378515
2014-09-03,378629
2014-09-04,378178
2014-09-05,378284
2014-09-08,378197
2014-09-09,377375
2014-09-10,377302
2014-09-11,377057
2014-09-12,376662
2014-09-15,376821
2014-09-16,377148
2014-09-17,377119
2014-09-18,376597
2014-09-19,376313
2014-09-22,376430
2014-09-23,376500
2014-09-24,376349
2014-09-25,376222
2014-09-26,375820
2014-09-29,375964
2014-09-30,375513
2014-10-01,375864
2014-10-02,376134
2014-10-03,374913
2014-10-06,375579
2014-10-07,375995
2014-10-08,376160
2014-10-09,376704
2014-10-10,376389
2014-10-13,376638
2014-10-14,376669
2014-10-15,377571
2014-10-16,377659
2014-10-17,377524
2014-10-20,377355
2014-10-21,377503
2014-10-22,377315
2014-10-23,376970
2014-10-24,376975
2014-10-27,377134
2014-10-28,377464
2014-10-29,377561
2014-10-30,376830
2014-10-31,375833
2014-11-03,375594
2014-11-04,375312
2014-11-05,374873
2014-11-06,374878
2014-11-07,374955
2014-11-10,375175
2014-11-11,374994
2014-11-12,375202
2014-11-13,375117
2014-11-14,374731
2014-11-17,375180
2014-11-18,375395
2014-11-19,375147
2014-11-20,375286
2014-11-21,375379
2014-11-24,375292
2014-11-25,375532
2014-11-26,375815
2014-11-27,375787
2014-11-28,375426
2014-12-01,375890
2014-12-02,374933
2014-12-03,374724
2014-12-04,374969
2014-12-05,373941
2014-12-08,373969
2014-12-09,374762
2014-12-10,374843
2014-12-11,374608
2014-12-12,374960
2014-12-15,374572
2014-12-16,373547
2014-12-17,372271
2014-12-18,370614
2014-12-19,369625
2014-12-22,367511
2014-12-23,364935
2014-12-24,362939
2014-12-26,362957
2014-12-29,363241
2014-12-30,363479
2014-12-31,363551
2015-01-02,362915
2015-01-05,362769
2015-01-06,363077
2015-01-07,362551
2015-01-08,362599
2015-01-09,363298
2015-01-12,363488
2015-01-13,363035
2015-01-14,363662
2015-01-15,363615
2015-01-16,363258
2015-01-19,363556
2015-01-20,363378
2015-01-21,363593
2015-01-22,362509
2015-01-23,361850
2015-01-26,361767
2015-01-27,362526
2015-01-28,362265
2015-01-29,361954
2015-01-30,361767
2015-02-02,362357
2015-02-03,363198
2015-02-04,363361
2015-02-05,363219
2015-02-06,362392
2015-02-09,362351
2015-02-10,361929
2015-02-11,361566
2015-02-12,362329
2015-02-13,362581
2015-02-18,362031
2015-02-19,362299
2015-02-20,362130
2015-02-23,362207
2015-02-24,362286
2015-02-25,362896
2015-02-26,362424
2015-02-27,362547
2015-03-02,362103
2015-03-03,363411
2015-03-04,363009
2015-03-05,362833
2015-03-06,361697
2015-03-09,361714
2015-03-10,361503
2015-03-11,360973
2015-03-12,361510
2015-03-13,360968
2015-03-16,361262
2015-03-17,361133
2015-03-18,361327
2015-03-19,361863
2015-03-20,362946
2015-03-23,363509
2015-03-24,363497
2015-03-25,363830
2015-03-26,363425
2015-03-27,363203
2015-03-30,362742
2015-03-31,362744
2015-04-01,363153
2015-04-02,363057
2015-04-06,364119
2015-04-07,363436
2015-04-08,363489
2015-04-09,362829
2015-04-10,362550
2015-04-13,362408
2015-04-14,363304
2015-04-15,363350
2015-04-16,364118
2015-04-17,364189
2015-04-20,364095
2015-04-22,363666
2015-04-23,364010
2015-04-24,364461
2015-04-27,364735
2015-04-28,365204
2015-04-29,365430
2015-04-30,364473
2015-05-04,364228
2015-05-05,367676
2015-05-06,367905
2015-05-07,367394
2015-05-08,368514
2015-05-11,368055
2015-05-12,368318
2015-05-13,368923
2015-05-14,368863
2015-05-15,369100
2015-05-18,368574
2015-05-19,367570
2015-05-20,367352
2015-05-21,367693
2015-05-22,367122
2015-05-25,367021
2015-05-26,366324
2015-05-27,366138
2015-05-28,366244
2015-05-29,366647
2015-06-01,366188
2015-06-02,368283
2015-06-03,368305
2015-06-05,367185
2015-06-08,367688
2015-06-09,368051
2015-06-10,368348
2015-06-11,368053
2015-06-12,368524
2015-06-15,368542
2015-06-16,368550
2015-06-17,368357
2015-06-18,369643
2015-06-19,369627
2015-06-22,369256
2015-06-23,368553
2015-06-24,368231
2015-06-25,368470
2015-06-26,368109
2015-06-29,368716
2015-06-30,368668
2015-07-01,368004
2015-07-02,369025
2015-07-03,369013
2015-07-06,369197
2015-07-07,368988
2015-07-08,369188
2015-07-09,368968
2015-07-10,368848
2015-07-13,368186
2015-07-14,368459
2015-07-15,367966
2015-07-16,367978
2015-07-17,367647
2015-07-20,367577
2015-07-21,367787
2015-07-22,367635
2015-07-23,367691
2015-07-24,367731
2015-07-27,368434
2015-07-28,368350
2015-07-29,368208
2015-07-30,367609
2015-07-31,368252
2015-08-03,367919
2015-08-04,368199
2015-08-05,367297
2015-08-06,367506
2015-08-07,367658
2015-08-10,367935
2015-08-11,368106
2015-08-12,369253
2015-08-13,368500
2015-08-14,368333
2015-08-17,368367
2015-08-18,368191
2015-08-19,368077
2015-08-20,369079
2015-08-21,369527
2015-08-24,370325
2015-08-25,369337
2015-08-26,369008
2015-08-27,368453
2015-08-28,368316
2015-08-31,368159
2015-09-01,368287
2015-09-02,367967
2015-09-03,367907
2015-09-04,367713
2015-09-08,368437
2015-09-09,368093
2015-09-10,368229
2015-09-11,368249
2015-09-14,366885
2015-09-15,366353
2015-09-16,366567
2015-09-17,366370
2015-09-18,367545
2015-09-21,366738
2015-09-22,366583
2015-09-23,363850
2015-09-24,364290
2015-09-25,362207
2015-09-28,362444
2015-09-29,361578
2015-09-30,361370
2015-10-01,361340
2015-10-02,361952
2015-10-05,361793
2015-10-06,362051
2015-10-07,362056
2015-10-08,362161
2015-10-09,362438
2015-10-13,362474
2015-10-14,363156
2015-10-15,363260
2015-10-16,362877
2015-10-19,362692
2015-10-20,362624
2015-10-21,362485
2015-10-22,362198
2015-10-23,361619
2015-10-26,361740
2015-10-27,361758
2015-10-28,361742
2015-10-29,360972
2015-10-30,361230
2015-11-03,360852
2015-11-04,360665
2015-11-05,360265
2015-11-06,359198
2015-11-09,358621
2015-11-10,358742
2015-11-11,358992
2015-11-12,359066
2015-11-13,358912
2015-11-16,358405
2015-11-17,358259
2015-11-18,358198
2015-11-19,358595
2015-11-20,358637
2015-11-23,357663
2015-11-24,357849
2015-11-25,357664
2015-11-26,357817
2015-11-27,357169
2015-11-30,357016
2015-12-01,357369
2015-12-02,359059
2015-12-03,359161
2015-12-04,359656
2015-12-07,358754
2015-12-08,358597
2015-12-09,358967
2015-12-10,359112
2015-12-11,359180
2015-12-14,358488
2015-12-15,358142
2015-12-16,357755
2015-12-17,356817
2015-12-18,357106
2015-12-21,356837
2015-12-22,356909
2015-12-23,356624
2015-12-24,356586
2015-12-28,356597
2015-12-29,356437
2015-12-30,356216
2015-12-31,356464
2016-01-04,356542
2016-01-05,356094
2016-01-06,356135
2016-01-07,356237
2016-01-08,356760
2016-01-11,356943
2016-01-12,356625
2016-01-13,356448
2016-01-14,356536
2016-01-15,356837
2016-01-18,356540
2016-01-19,356308
2016-01-20,356686
2016-01-21,356626
2016-01-22,356797
2016-01-25,356821
2016-01-26,356975
2016-01-27,357203
2016-01-28,357645
2016-01-29,357507
2016-02-01,357526
